"mp_identifier";"mention_id";"relation";"description";"pos";"term_id";"dep_rel";"constituent_head";"docid";"gender_pron";"gender_api";"alias";"fullname";"ne_identifier"
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_49";"t_59";"agent";"een";"det";"t_54";"constituent";"t_53";"a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_49";"t_59";"agent";"haar";"pron";"t_51";"hd/obj1";"t_51";"a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_49";"t_59";"agent";"met";"prep";"t_53";"hd/mod";"t_53";"a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_49";"t_59";"agent";"op";"prep";"t_56";"hd/ld";"t_56";"a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_49";"t_59";"agent";"pol_lepel";"noun";"t_55";"constituent";"t_53";"a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_49";"t_59";"agent";"slaan";"verb";"t_59";"head";"t_59";"a0000000";"male";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_61";"t_61";"label";"ze";"pron";"t_61";"head";"t_61";"a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_61";"t_66";"agent";"aangifte";"noun";"t_65";"hd/obj1";"t_65";"a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_61";"t_66";"agent";"doen";"verb";"t_66";"head";"t_66";"a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_61";"t_66";"agent";"geen";"det";"t_64";"constituent";"t_65";"a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_61";"t_66";"agent";"toen";"adv";"t_63";"hd/mod";"t_63";"a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_7";"t_10";"door-rol";"beschuldigen";"verb";"t_10";"head";"t_10";"a0000000";NA;"female";"Nina Dotter";"Nina Dotter";"a0000000_Nina Dotter"
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_7";"t_10";"door-rol";"misbruik";"noun";"t_13";"constituent";"t_11";"a0000000";NA;"female";"Nina Dotter";"Nina Dotter";"a0000000_Nina Dotter"
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_7";"t_10";"door-rol";"seksueel";"adj";"t_12";"constituent";"t_11";"a0000000";NA;"female";"Nina Dotter";"Nina Dotter";"a0000000_Nina Dotter"
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_7";"t_10";"door-rol";"van";"prep";"t_11";"hd/pc";"t_11";"a0000000";NA;"female";"Nina Dotter";"Nina Dotter";"a0000000_Nina Dotter"
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_7";"t_7";"label";"actrice";"noun";"t_7";"head";"t_7";"a0000000";NA;"female";"Nina Dotter";"Nina Dotter";"a0000000_Nina Dotter"
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_7";"t_8";"label";"Dotter";"name";"t_9";"constituent";"t_8";"a0000000";NA;"female";"Nina Dotter";"Nina Dotter";"a0000000_Nina Dotter"
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_7";"t_8";"label";"Nina";"name";"t_8";"head";"t_8";"a0000000";NA;"female";"Nina Dotter";"Nina Dotter";"a0000000_Nina Dotter"
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_84";"t_83";"agent";"ontredderd";"adj";"t_85";"hd/predm";"t_85";"a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_84";"t_83";"agent";"stellen";"verb";"t_83";"head";"t_83";"a0000000";"female";NA;NA;NA;NA
"/export/scratch2/home/aggelen/Stereotypes/minimal_example/a0000000t_84";"t_84";"label";"ze";"pron";"t_84";"head";"t_84";"a0000000";"female";NA;NA;NA;NA
